time,1d,1m,6m,1y,1.5y,2y,2.5y,3y,3.5y,4y,4.5y,5y
19,5.83476194126351,5.83476194126351,6.43181322918243,6.7231167731369,6.71851243714184,6.63752606808945,6.52607955148171,6.40101574141412,6.27112788507082,6.13940348854225,6.00504613055195,5.8660388202243
20,5.91222223218755,5.91222223218755,6.39083267213235,6.66081472372694,6.64457054418774,6.55399196656819,6.43373030748277,6.30065282388137,6.16368303224765,6.02583182524326,5.88629837226881,5.74306491900618
21,5.89835435690799,5.89835435690799,6.34379680260446,6.58169841565664,6.55738830328653,6.45399112956485,6.31854775538096,6.1702511127292,6.01897346551626,5.86835304162072,5.71804678763774,5.56640490605447
22,5.85323646286135,5.85323646286135,6.29498780997101,6.54770531336826,6.54978116490569,6.46483039448213,6.34076608957531,6.19885317151122,6.05045947949844,5.9004884380558,5.74944703463838,5.59627801368917
23,5.87646563854378,5.87646563854378,6.27978622093293,6.53415922277074,6.53648587329408,6.44589682162799,6.31392317568799,6.16364687523991,6.00693379394917,5.84895466785849,5.69034708519782,5.5301459863187
24,5.88895056251508,5.88895056251508,6.32674154739834,6.58900760825506,6.58803201218366,6.50391102153881,6.38219540643046,6.24275244530343,6.09628439887716,5.94725355117029,5.79585721885668,5.64078932723513
25,5.90598328720894,5.90598328720894,6.35542032925593,6.61322338559195,6.60621936771329,6.52362631952269,6.40643619902525,6.27144493080008,6.12806806201234,5.98005598364466,5.82743015207908,5.66908678778292
26,5.92985475378957,5.92985475378957,6.31976244575741,6.56381289526176,6.56746544238142,6.48864007629956,6.37143650466734,6.23523730653618,6.09025121305132,5.94066073168334,5.7866557414406,5.6271941970919
27,5.91839085880123,5.91839085880123,6.33372779949365,6.57311399354504,6.57931922539109,6.50830045125039,6.39925901398895,6.27001531347986,6.13039591840226,5.98451586242002,5.83265233125706,5.6739359073751
28,5.90160207874895,5.90160207874895,6.33453153694994,6.56131102266519,6.56747597753967,6.50397892593342,6.40495397930268,6.28605628318385,6.15635870755698,6.0196206093754,5.87597133615481,5.72447256629721
29,5.90864022731538,5.90864022731538,6.27350613941565,6.48720907977591,6.4876361957567,6.42124487549376,6.32269503605037,6.20748873585025,6.08392460130809,5.95501563104239,5.82032122193121,5.67851254509462
30,5.89418070504679,5.89418070504679,6.23317449717341,6.38880905144138,6.38175535166775,6.31932958027124,6.22655057596557,6.11740945168869,5.99988022868174,5.87689283788917,5.74802512917594,5.61198579625384
31,5.89289593207294,5.89289593207294,6.28129649459085,6.43214599696708,6.41679611003464,6.34601998875915,6.24569161398745,6.13056799870817,6.00860531586226,5.88246687876932,5.75139551997105,5.61380898348942
32,5.92647017529756,5.92647017529756,6.4177026645231,6.57794719512202,6.55446956117983,6.47486661202652,6.36639540590682,6.24396659446399,6.11567545968011,5.98419003225547,5.84867626913198,5.70735885884353
33,5.922579407967,5.922579407967,6.36810596899952,6.49424713002379,6.4806557961735,6.4146389262442,6.31851929629354,6.20562993391237,6.08345197962105,5.95544966975509,5.82190429905457,5.6817348284416
34,5.88411719284641,5.88411719284641,6.35733374730416,6.47965085142032,6.462390721893,6.39130666952738,6.28851443445888,6.1682165346991,6.03850663175897,5.90334920359137,5.76335478950154,5.61761756723328
35,5.87516038792513,5.87516038792513,6.32243748534326,6.412111330501,6.38654514265921,6.31136546018273,6.20547712064626,6.08274368208143,5.95109928026956,5.81441764292449,5.67325232256322,5.52667546410731
36,5.90030486250724,5.90030486250724,6.28122464818782,6.37176796767736,6.32770107821333,6.22989941575721,6.10450033208577,5.96681065233395,5.82474777433973,5.68184334882247,5.53824758527365,5.39260689889254
37,5.89088021099736,5.89088021099736,6.31550011635846,6.40115350220639,6.34959659452935,6.24536442566867,6.11537717517735,5.97522850569377,5.83257351217407,5.69053879502324,5.54889164732616,5.40597984949564
38,5.91738318713616,5.91738318713616,6.28574499181508,6.36063808302092,6.2972556535462,6.1739140152978,6.02479798578016,5.86822398065316,5.71243384149082,5.56073907518639,5.41285583954302,5.266931813748
39,5.90709707320653,5.90709707320653,6.31187565299467,6.37940368782726,6.30112483159986,6.17120425114251,6.01895312692848,5.8600903710771,5.70216634258773,5.54833337131227,5.39839002875445,5.25057327302151
40,5.90430914465829,5.90430914465829,6.31784951861568,6.39576215028438,6.32944939886009,6.20358600131388,6.05111638189997,5.89016077575077,5.72953299404679,5.57333477473021,5.42161541242708,5.27229866113146
41,5.8870141024822,5.8870141024822,6.32848449711675,6.42615518851397,6.3668522095609,6.25105028764087,6.1105651257401,5.96158870787046,5.81229870297235,5.66644422051361,5.52385463082817,5.38229217901497
42,5.88969069340709,5.88969069340709,6.27918513178656,6.36619188082519,6.31684809156629,6.20941286292586,6.07468369665675,5.93009939324858,5.78426940336709,5.64120830725265,5.5008582827654,5.36102439589635
43,5.90480677286016,5.90480677286016,6.28130477773851,6.37719835835491,6.33467409348485,6.23649930135375,6.10991601884034,5.9710893951584,5.82868636365102,5.68704280734815,5.546467066912,5.40508968276662
44,5.91324584682944,5.91324584682944,6.26773392871341,6.34261902219708,6.29720694948263,6.19214205585758,6.05520470204194,5.90509297678873,5.75167150008755,5.60002502227777,5.45087753595798,5.30260198034927
45,5.89960655397653,5.89960655397653,6.23365484619877,6.30860854620589,6.2568173406778,6.14558693208743,6.00336394425259,5.8486842529358,5.69142223542555,5.53670165580682,5.38529683211616,5.23560563515778
46,5.90166151211748,5.90166151211748,6.23710754588883,6.29872746547608,6.24339505373488,6.13226779152175,5.98956732555412,5.83301050830664,5.67264824716122,5.51398154063545,5.35815091003712,5.20389430576389
47,5.90061553614878,5.90061553614878,6.24307521825749,6.30530630786326,6.25641339802309,6.14971841591225,6.00919261916303,5.85353010819723,5.69328326361867,5.53425424228254,5.377782723382,5.22280021651832
48,5.87873915724818,5.87873915724818,6.25069384285323,6.28902058934541,6.23169351760835,6.11792091137889,5.97017216260255,5.80780138001805,5.64178097467376,5.47829697205468,5.31897096873807,5.16291729355419
49,5.85608792782004,5.85608792782004,6.27239309448211,6.31970121301852,6.25852910679407,6.14283691416414,5.99733873750406,5.8398929152749,5.68014737318488,5.52319032957867,5.36989270450252,5.21894803904569
50,5.88382110544859,5.88382110544859,6.26423015284888,6.29615550956855,6.23713269964007,6.12767455624586,5.98701315729592,5.83256665331808,5.67438482239587,5.51802177449234,5.36467691079511,5.21324355429193
51,5.88009521444667,5.88009521444667,6.3063418979165,6.33349513979365,6.26340486678914,6.14663133207802,6.00266725241511,5.84810377224859,5.69201275543567,5.53901503453806,5.38956363161244,5.2419351730067
52,5.86783155292006,5.86783155292006,6.3310273045182,6.35996913145183,6.27402271420739,6.14641123787156,5.99494335661308,5.83427676253086,5.67285427804671,5.51494256088585,5.36082237128116,5.20870333203894
53,5.85056014515219,5.85056014515219,6.30761656012893,6.30323348035546,6.20384982293504,6.06488412224236,5.90155531113756,5.72910475424135,5.55646686526431,5.38835466997125,5.22545148749023,5.0663336866801
54,5.81844602965625,5.81844602965625,6.31778829554481,6.30053685532871,6.18179922075912,6.02906285521962,5.85612796552114,5.67673419569157,5.49904315829377,5.32719795624739,5.16162294158565,5.00079668697014
55,5.81243640507284,5.81243640507284,6.29452267950342,6.28149026512297,6.16868752069658,6.02306563611641,5.85993843697128,5.69208551399734,5.52653623445178,5.36652762585658,5.21179930858136,5.06032930177958
56,5.7751593557559,5.7751593557559,6.30076996623589,6.29559559607396,6.18171724221159,6.03406666926987,5.87015560072753,5.70315598643662,5.53993499275012,5.38338174448798,5.2328354823856,5.08586854509761
57,5.79282968155315,5.79282968155315,6.29491732795091,6.31791643768732,6.2114601005604,6.06888793156957,5.91317230664693,5.75726778080408,5.60684697043459,5.46367314281344,5.32623622841432,5.19150105187373
58,5.78905974620136,5.78905974620136,6.30211027925729,6.36683101903962,6.25038759782109,6.08562201416556,5.90708211388814,5.73005550242035,5.56080403868105,5.40129123057294,5.25009274344914,5.10422761278161
59,5.79352523138448,5.79352523138448,6.30187628469293,6.36329931194636,6.25397002966692,6.09592376776207,5.92297230262676,5.75051768134289,5.58492397006299,5.42827828027388,5.2791921744417,5.1346406051462
60,5.83662861760501,5.83662861760501,6.41916095001166,6.53240916301155,6.42586752667792,6.26171130040856,6.08173800846555,5.90206514984255,5.72909085846872,5.564881308164,5.4080806277009,5.25574003258096
61,5.84742061466205,5.84742061466205,6.38364801184432,6.48247306927277,6.37243522710155,6.20720488453388,6.02812271351772,5.85059071573434,5.68035345973892,5.51897254687086,5.3647788075786,5.21465179609672
62,5.83705862599624,5.83705862599624,6.37414677547469,6.48086880628593,6.37229380259478,6.20945283460735,6.03213245459676,5.85503171232941,5.68417960672519,5.52156981988907,5.36591515168873,5.21438368580822
63,5.87071802895812,5.87071802895812,6.34609584457734,6.437138695737,6.31739449487602,6.14279048338671,5.95445550442519,5.76837862461379,5.5909671126578,5.42426089109238,5.26689769544352,5.1159332733764
64,5.88506061205787,5.88506061205787,6.34623424714872,6.42798322085472,6.3060864340389,6.12654030347561,5.93312616496154,5.74338556211184,5.56383323249236,5.39644365858125,5.23969981568236,5.09047050470094
65,5.87306815181922,5.87306815181922,6.32038879122456,6.37111933412704,6.24867695123215,6.07267977337526,5.88209817229849,5.69396708909501,5.51511794565417,5.34803534300798,5.19158702643101,5.0428551910812
66,5.87134447192773,5.87134447192773,6.35689088014569,6.39365437271781,6.26344628501751,6.08609152431502,5.8978112985581,5.71367862002313,5.53952508164021,5.37721081106874,5.22519967301183,5.08029169182768
67,5.85463050672969,5.85463050672969,6.29796931353906,6.33828855473502,6.20768215435864,6.0197437130072,5.81857272187519,5.62321104655754,5.44035810868778,5.27192176329318,5.11620097057296,4.96980584074403
68,5.86782589789266,5.86782589789266,6.31861847091426,6.36777389099766,6.2601928617051,6.08860924437946,5.89740497506426,5.70801726889896,5.52867178012386,5.36242677893837,5.20825397455778,5.06314015584153
69,5.88102128905563,5.88102128905563,6.26951686173853,6.31339835133561,6.19873726956833,6.02297540805053,5.82978445252744,5.6394577045203,5.45978548140147,5.29354298946903,5.13952978705858,4.99466546055366
70,5.87093049521814,5.87093049521814,6.27382395298594,6.32928876377379,6.22499679941826,6.05646094729833,5.86823278843358,5.68104193457156,5.50307224020648,5.33748364702471,5.18339794617585,5.03799591200264
71,5.86533086465224,5.86533086465224,6.23078729123027,6.27086486893247,6.17488269483368,6.01371721072603,5.82996870255368,5.64558412694924,5.4695538413543,5.3056352873309,5.15331563737532,5.01000152067835
72,5.884460799193,5.884460799193,6.24571378004791,6.3042721423473,6.21287753731284,6.04906506538788,5.86085027952646,5.67208286233504,5.49231550525551,5.32551079310131,5.17123305640493,5.02691067148271
73,5.86318093371239,5.86318093371239,6.23170952367537,6.27799423556455,6.19744205788344,6.0509446821243,5.87973882080761,5.70581334056008,5.53864545363986,5.38245805905495,5.23699275127069,5.09976100999067
74,5.88786528578004,5.88786528578004,6.22620763973276,6.2870847234832,6.20459893455175,6.05959527418876,5.8912664379886,5.72025427586738,5.55571575963478,5.40167432617004,5.25772400219551,5.12128202534732
75,5.89115027917255,5.89115027917255,6.19207550948339,6.25903807063384,6.19371858159121,6.06011663394817,5.90039073102175,5.73689007445446,5.57911930062147,5.43116103734035,5.29251672652902,5.16046335916305
76,5.88952220402596,5.88952220402596,6.20937690030402,6.27459423164047,6.20338995005673,6.06304476813075,5.89642466286603,5.72620003910514,5.56221478000338,5.40881735102734,5.26565944443575,5.13008240147222
77,5.97083818110207,5.97083818110207,6.22786364350552,6.29163990647235,6.21864523672154,6.07818274038474,5.91131826850417,5.74054092620149,5.57575569130978,5.42132458932523,5.27690132230711,5.13983625963538
78,5.95470679511591,5.95470679511591,6.26320861692416,6.32490501685013,6.23933259582418,6.09196259638143,5.92159513933995,5.74897306344066,5.58338883303513,5.42874810306419,5.28433555773223,5.14723347617069
79,5.95699285355751,5.95699285355751,6.27592708861231,6.34483504521537,6.26096018363322,6.11837536293408,5.95467308024381,5.78896476285861,5.62975142825998,5.48046868198874,5.34020892573524,5.20601663113446
80,5.97335320892178,5.97335320892178,6.21164593938304,6.29633130159893,6.20197247002313,6.04962771581346,5.88546615684699,5.72420322796842,5.57137850380892,5.42893886394085,5.2952417452925,5.16690410869932
81,5.97233813566837,5.97233813566837,6.19382313887054,6.24267593264687,6.13716047127635,5.98296037196395,5.82077334677726,5.66368602679769,5.51630035629623,5.37982046041678,5.25212901431766,5.12949929245155
82,5.94454357514432,5.94454357514432,6.14772563360975,6.1522238699866,6.04062428170244,5.8912391480839,5.73635671807653,5.58718983474816,5.44772382843633,5.31875820422689,5.19781168499565,5.08085300034665
83,5.97718174916321,5.97718174916321,6.14458252000938,6.15033686282991,6.03847224457455,5.88818054807719,5.73459522758751,5.58929389738833,5.45554932017041,5.33338381913295,5.21968287089629,5.10991499946417
84,5.93243123098889,5.93243123098889,6.15288553760343,6.16518581072991,6.03865444666412,5.87903800091882,5.72172394596988,5.57635927241952,5.44501313173195,5.32688966087065,5.21831282942072,5.11430776422606
85,5.89649650906842,5.89649650906842,6.21163074687057,6.24631891191615,6.12069164783131,5.96086030849213,5.8062041684232,5.66609987417728,5.54179833778992,5.43171515340406,5.33143319840863,5.23525842372457
86,5.89962133996964,5.89962133996964,6.2305808492696,6.28402738034147,6.15715111839966,5.99373054562606,5.83769725636152,5.69804241633614,5.5754278744226,5.46778169737102,5.37023451008399,5.27665440622936
87,5.89817953898291,5.89817953898291,6.23485541473756,6.29561797148502,6.15561384997179,5.97501067723376,5.80453120722118,5.6539751925169,5.52321654425625,5.4093616404153,5.30705506992877,5.20989355007896
88,5.91897789931712,5.91897789931712,6.2026633961427,6.26173949685609,6.12328950071081,5.94071587002095,5.76683151226165,5.61245876167176,5.47775259897643,5.35995560222293,5.25394075432226,5.15355981763658
89,5.8851650222241,5.8851650222241,6.19836850631697,6.25454821886053,6.12362949412989,5.95015603996611,5.78206355373459,5.62953345193447,5.49358878756914,5.3724714839102,5.26188933108193,5.15637983676169
90,5.89975563313171,5.89975563313171,6.30825636427692,6.37792738318783,6.23917114158594,6.06131416441931,5.8919934405312,5.73951200822022,5.60406227399139,5.48347555134771,5.37320917943127,5.26764020904629
91,5.92378124415353,5.92378124415353,6.33516434772732,6.4114226628211,6.26144453473999,6.07278655737498,5.89445593608448,5.73468142392176,5.59352188423311,5.46864614487935,5.35531214884259,5.24774464548023
92,5.94859840901782,5.94859840901782,6.32343230697607,6.40847154819792,6.25834261227035,6.05952533938188,5.8672262913335,5.69303808488577,5.53841464819037,5.40170592242394,5.27848130834309,5.16309381997362
93,5.90761306967662,5.90761306967662,6.35033278870401,6.43316149580219,6.26573499063366,6.0528455941612,5.84875424851513,5.66413971820666,5.50049954099431,5.35640009394406,5.22753222989405,5.10831661017557
94,5.89794501600152,5.89794501600152,6.31120946242594,6.43185295217217,6.30767561824417,6.1309037197013,5.95422958174981,5.78912394067236,5.63860576915661,5.50265980129856,5.37823558529012,5.26103238273879
95,5.8257809652492,5.8257809652492,6.24683308743801,6.37233516376609,6.28042336476229,6.13538146266426,5.98524051604765,5.84164975103107,5.70855513795837,5.58668748165135,5.47347890948896,5.3649771715856
96,5.83688770154372,5.83688770154372,6.1920277686943,6.34818218509729,6.27371160660837,6.14285449952113,6.00359542617383,5.86784160472759,5.74021181039119,5.62191704766155,5.51067898672396,5.40274479427204
97,5.82956648930754,5.82956648930754,6.142167041574,6.28117260940722,6.20918474791843,6.07895500728828,5.93741082010343,5.79748180841286,5.66472439714002,5.54107851371293,5.42477546790946,5.31238505970979
98,5.84082558102023,5.84082558102023,6.19696195086306,6.34876689180836,6.27147838246502,6.13170467068306,5.97968631372019,5.82974363761935,5.68801933717616,5.55667905190575,5.43411872367993,5.31701696027987
99,5.86485654096206,5.86485654096206,6.19681834463642,6.35526305383023,6.26584708331548,6.11168159904263,5.94644348648819,5.78519650841047,5.63414002617865,5.49539436624374,5.36727178101376,5.24645285000941
100,5.81963825488266,5.81963825488266,6.17989778751234,6.31198427578634,6.2121118603714,6.05105383918897,5.87837923141831,5.70896284755076,5.5494598621364,5.4024410238041,5.26663359501897,5.13906452111724
101,5.84005440033278,5.84005440033278,6.1783588197912,6.29719577332325,6.17379474365731,5.98950004202231,5.79746289275485,5.61298873670751,5.44208590938783,5.28652958771616,5.14461967538516,5.0131437423264
102,5.82271067769039,5.82271067769039,6.21879142663917,6.3315866390497,6.19841605388054,6.01074966473066,5.81864651282551,5.63554980307632,5.46640643812155,5.31234326001453,5.171283268603,5.0398014725877
103,5.86105603285469,5.86105603285469,6.19176497006128,6.28926246523117,6.15035069384519,5.95176473147755,5.74796458233093,5.55475608437022,5.37775735823759,5.21819617448016,5.07387307800031,4.94114787210716
104,5.83036995904025,5.83036995904025,6.17326367942106,6.26546654132986,6.10879336014983,5.89961144057945,5.69083074221191,5.49616883110833,5.3198645762085,5.16228266943384,5.02072892703291,4.89130731080631
105,5.84730507294646,5.84730507294646,6.0791521721675,6.16605231405417,6.00999191580887,5.79684386632185,5.58411103242681,5.38686020604744,5.20971574638269,5.05309955054233,4.91413557482766,4.78870490343343
106,5.84570823856026,5.84570823856026,6.12503967558756,6.21227613087198,6.04666642533348,5.82879257693122,5.61326395799399,5.41408998752018,5.235561808788,5.07804593634961,4.93867005915971,4.81336860267396
107,5.81397648534497,5.81397648534497,6.14598022281831,6.21048945277642,6.04584984679422,5.8380848006915,5.6348134008393,5.44772529901588,5.2801623198643,5.13197189953089,4.99989490916553,4.87956068999871
108,5.80466301899121,5.80466301899121,6.11529118113728,6.20192303601325,6.04743793774828,5.84253937341541,5.64049294162672,5.45447604377633,5.28811359992939,5.14112071634853,5.01006245818,4.89036696111016
109,5.83413372201874,5.83413372201874,6.16146758735478,6.2475252524961,6.09656518225212,5.89476367895778,5.69469857958022,5.50979094057003,5.34396519498014,5.19705481955021,5.06557106692235,4.94479971473216
110,5.86792451824089,5.86792451824089,6.14436101310694,6.22576681811477,6.06507497161508,5.85515044281155,5.6494755314812,5.46087591071438,5.29269024655032,5.14424705162044,5.01182228406784,4.89056713974213
111,5.84278079005026,5.84278079005026,6.17355457353044,6.21365884189186,6.04869047936795,5.83940365193045,5.63403518783795,5.44527733894597,5.27678999523325,5.12811107163378,4.99563343266904,4.87457393869546
112,5.84105005106058,5.84105005106058,6.14905541347255,6.21994123746682,6.0484555925547,5.83204631187187,5.62270688114752,5.43230474761547,5.2636276489345,5.11561547075194,4.98428661566085,4.86467829368213
113,5.81703500736835,5.81703500736835,6.04941285726971,6.12866160795871,6.00510592191074,5.83270146595727,5.65645836084162,5.48836240130742,5.33372187980358,5.19383655517389,5.0664130871986,4.94773512464257
114,5.80790304472412,5.80790304472412,6.03398391865444,6.08678710081359,5.96921899199972,5.80949869542269,5.64681085272496,5.49253150106377,5.35169190309682,5.22529688763198,5.11068878341186,5.00383813687639
115,5.81795005049943,5.81795005049943,5.99692165543894,6.04873864542392,5.91389337433619,5.73472488477818,5.55448938225255,5.38551339598895,5.232887022288,5.09747685764036,4.97646402721083,4.86575294733308
116,5.83591392814111,5.83591392814111,5.94063017645982,6.01093337979393,5.89410653147881,5.72796321800249,5.55894274720176,5.39980800951915,5.25573559373422,5.1275591926717,5.01247827837442,4.9064516785814
117,5.81930630369532,5.81930630369532,5.96438515796179,6.02396156689149,5.90974616492585,5.74983575734664,5.58795059288123,5.43621027546068,5.2992745847826,5.17752939667009,5.06794706085756,4.96638239123669
118,5.84205631730125,5.84205631730125,6.02751315516483,6.10027947340355,5.98060771546624,5.82044589117046,5.66374569126469,5.52047807203053,5.39341267248459,5.28165142951912,5.18136172657188,5.08782953237674
119,5.82324076731974,5.82324076731974,6.02862934324421,6.08033051575725,5.95695909250841,5.79639193467363,5.64033380143671,5.49826627904343,5.3725858252158,5.26206645063052,5.16269221798033,5.06962571768488
120,5.84289418793723,5.84289418793723,6.05622784985743,6.11890795734324,5.98967845606332,5.82983653989795,5.67757285397432,5.54002475751319,5.41853565987597,5.31139648559113,5.21441415498884,5.12268031462121
121,5.82859122967616,5.82859122967616,6.05890896467702,6.12441299024387,5.99854206309085,5.83663302761009,5.67790122299069,5.53104997447546,5.3988781561376,5.28076628001992,5.17332680489533,5.07225603394482
122,5.85421546662888,5.85421546662888,6.0308610320177,6.1165875951829,6.00858401701253,5.85790808473143,5.70464963185405,5.55901776593075,5.42516926588628,5.30349366000129,5.19139934156523,5.08523331573537
123,5.83252247418355,5.83252247418355,6.03748887458815,6.11748977490205,6.00749935495363,5.85589868148741,5.70146865376804,5.5542940299228,5.41853380693264,5.29460343973857,5.17995803981652,5.07101700594929
124,5.83971697681654,5.83971697681654,6.00563551327419,6.03652832627506,5.92504631449966,5.77959928166258,5.63106356139622,5.48888106733994,5.3574081822971,5.23726641666036,5.12599695521442,5.02007438236032
125,5.83343870429982,5.83343870429982,6.00473117444378,6.03633685189228,5.91764457482834,5.76656082238681,5.61603372474733,5.47475449570131,5.34600728182259,5.22961786225871,5.12260212851819,5.02109802514331
126,5.80421039628011,5.80421039628011,6.01313471983184,6.05045410863903,5.92930192709505,5.78149401688606,5.63693777486072,5.50260506235464,5.38085051733938,5.27106622125943,5.17009561138995,5.07399186891144
127,5.80911049711543,5.80911049711543,5.96616585263385,6.00008829807798,5.88349867581313,5.73932260008533,5.59786258139115,5.46607400801668,5.34632030554561,5.23801298369513,5.13810771845925,5.04277480629155
128,5.81598018389162,5.81598018389162,5.89647243374142,5.94189883929897,5.83635643861457,5.69753678976463,5.5575994518966,5.42488506986231,5.30290079337113,5.19189246078211,5.0895012508106,4.99243000541122
129,5.78338990708199,5.78338990708199,5.96876073696732,5.982226615031,5.86430059656553,5.72937986744171,5.59922043756836,5.47827521540464,5.36805713801097,5.26775577274127,5.17427864764484,5.08376784446535
130,5.79525516276711,5.79525516276711,5.90689631975874,5.92161197653341,5.80067015933071,5.66031196872862,5.52552537871524,5.40106318771006,5.2882356764232,5.18604108589296,5.09147731641802,5.00085150040467
131,5.82071495792633,5.82071495792633,5.92702279051943,5.95163636203633,5.83821980379339,5.70499555991715,5.57656599148788,5.45737291552777,5.34882060639447,5.25006069859355,5.15817144495611,5.06950821247025
132,5.82566992697838,5.82566992697838,5.95266549841631,5.9781354682607,5.85350004314975,5.70498505026347,5.56178992162525,5.42995043043241,5.31120123343582,5.20458357608735,5.10699124907938,5.01463567501004
133,5.81155505659431,5.81155505659431,5.89853973698411,5.94004449765852,5.82587387622994,5.68233220726157,5.5430703890989,5.41492068078086,5.29991870825922,5.19711147311001,5.10338375978601,5.01501738305167
134,5.79759467494865,5.79759467494865,5.92077748105744,5.94434944508976,5.81609074212669,5.66793351109418,5.5281741871852,5.40191903757314,5.29035913558482,5.19204954876624,5.10336365033413,5.02024533061143
135,5.80841672258968,5.80841672258968,5.91854471800181,5.96475779055041,5.8508706279648,5.71905085106542,5.59549790085271,5.48423864286406,5.3858805391139,5.29859406268756,5.21845157638949,5.14122429122366
136,5.82321571223134,5.82321571223134,5.95370057030634,5.97762669827614,5.86521680663817,5.73734817558889,5.61664203605594,5.50664156025188,5.40792089568896,5.31886220697677,5.23592751730647,5.15537277235528
137,5.83801470187299,5.83801470187299,5.93123495698229,5.99757535104419,5.9002389125141,5.76900348326241,5.63878247718499,5.51707220661312,5.40627533920176,5.30560916837013,5.21207341492013,5.1222196641869
138,5.82982839631798,5.82982839631798,5.94413522277158,6.01576872761095,5.90733740736672,5.76387382981842,5.62277937634593,5.49163189118422,5.37264604267173,5.26483075934978,5.16505547449145,5.06979216788532
139,5.83227420267605,5.83227420267605,5.98623316764748,6.05813863136642,5.95199363666842,5.80666518652615,5.65877813637885,5.51692405730768,5.38473606762668,5.26237615576086,5.1477468425188,5.03818644929359
140,5.85498090872059,5.85498090872059,6.00680171233685,6.05306556203829,5.92735730084611,5.76774023973617,5.61001122511178,5.46146487543479,5.32474707720357,5.19933636821515,5.08271120366696,4.97201614749031
141,5.83825166330346,5.83825166330346,6.0353742041953,6.09608889265902,5.96116991463186,5.79469899570213,5.63194045515737,5.47969565257888,5.33998246435371,5.2119374735791,5.09293284962652,4.98012760938795
142,5.82676371659812,5.82676371659812,6.01610088830166,6.05310635225402,5.91566432476067,5.75217299738908,5.59464145755136,5.4486788530324,5.31568877591282,5.19448416425883,5.08216585219304,4.97565962068136
